XXX2136	Hotel Hildebrecht, Sinclair Gasoline (2 advertisements)
XXH3290	I'm a baker... and I know!  Carr bakes the best Cookies & Crackers
XXX4897	Camels
XXH3111	Steel Pier  Dance to Your Favorite Bands
XXX0154	Broadway Theaters, Foreign Brand Importer, Waterman's Fountain Pen (3 advertisements)
XXX1888	Murray Tire Stores
XXH1546	Hotel Dennis
XXX0916	Barlow's
XXX1848	Time in every Wensday Drink Coca-Cola delicious and refreshing
XXX4298	Havoline
XXX4276	Call For Calvert
XXH3468	Smoother and Better...Supplee Sealtest Ice Cream
XXX5477	Here now!  Schaefer pale dry beer.
XXH2953	Untitled
XXX3144	Ballantines Scotch Whiskey, Jantzen Swim Suits, Lorraine Hair Nets (3 advertisements)
XXX3820	Call for Calvert
XXX4942	Friendship service (2 advertisements)
XXX1336	Venida
XXX1243	Drink Coca Cola-Delicious and Refreshing
XXH3659	Three Feathers whiskey, Ezl. Dunwoody Co. Grain and Feed, United Artists movie, Warner Brothers movie (4 advertisements)
XXX3118	Socony Vacuum Presents Mobilgas America's Leading Selling Gasoline
XXH3618	Yankee Maid Frankfurters - THe Brand with the Band
XXX0868	Cutex Have lovely nails without cutting the cuticle
XXX2410	Tobacco Products, Cigarettes, Theater, Hotel, Accomodations (3 advertisements)
XXH0848	The Jefferson and Monticello Hotels
XXH1338	[empty]
XXX2513	Four Roses Whiskey by Frankfort Paul Jones
XXX4745	Kool Cigarettes, Bromo Seltzer [Bromo-Seltzer] Headache Medicine, Schmidt's Ale (3 advertisements)
XXH2903	Untitled
XXX0953	Bocye Moto Meter
XXX3287	P.O.N. Beers and Ales
XXX5075	Switch to Calvert
XXH1807	Straight Ahead to Ocean City New Jersey  America's Greatest Family Resort  Stop at a Recognized Hotel
XXX2404	Motion Pictures, Movies, Tobacco Products, Cigarettes, Automobile Manufacturers, Dental Care Products, Coca-Cola, Soft Drinks (5 advertisements)
XXH1755	Whiskey, Beer, Cereal / Cornflakes (3 advertisements)
XXH3567	Visit Steel Pier, 50th Anniversary World's Finest Entertainment
XXH1339	Say Seagram's and be Sure
XXX3004	Sherwin-Williams Paints, Spud Cigarettes (3 advertisements)
XXX1616	Untitled
XXX4147	For Sunburn Noxema
XXH3101	A Better Beer... naturally   GRETZ
XXX2229	After Every Meal Sealed in its Purity package Wrigley's Spearmint the Flavor that lasts
XXX2737	Armour's Star Ham
XXX0377	Shoen's Furniture and Carpets Home Furnishings
XXX4749	Shell Service  Ahead 1/4 Mile
XXH3513	Lincoln-Mercury New Brunswick
XXH3080	Salt Water Taffy, hotel accommodations (2 advertisements)
XXX0101	Pennsylvania Vacuum Cup Tires
XXH0122	Headache?  Take Bromo-Seltzer.  Buy defense bonds.  The time is now.
XXH2890	KINSEY  Blended Whiskey - High Proof Gin  That Noble, _Noble_ Flavor!
XXH2975	Say Seagram's - and be sure of Pre-war Quality - Fine Whiskies Since 1857
XXX3476	New 1937 Chevrolet
XXX3433	General Electric Utility Company, Amoco Motor Oil and Gasoline, Coca-Cola Soft Drink (3 advertisements)
XXX2667	A world of flavor Wrigley's spearmint
XXX0286	Disease Prevention, Monroe Arrow Collar (2 advertisements)
XXX4796	For service wherever you are FINEBURG'S
XXX1868	Canadian National Exhibition Toronto Aug 22nd to Sep 6th
XXX2014	Cover the earth
XXX3080	Untitled
XXH3488	Jones Quality Haps
XXX2774	Steel Pier Entertainment, Ford Exhibit (2 advertisements)
XXX4268	Laxative, Cornell Tires, Cigarettes, Beer, Headache medicine (5 advertisements)
XXH0835	Sam Gerson, Entertainment? (2 advertisements)
XXH1191	Have YOU tasted Feigenspan
XXX3994	Atlantic White Flash
XXH1731	Automotive Products, Real Estate / Insurance (2 advertisements)
XXX1187	Chesterfield Cigarettes, A.A.C. of W. Advertising (2 advertisements)
XXX1129	''Build for Her''
XXH2660	Easy to Eat - Tasty Pie
XXH3452	automobiles, cars, Beer, Department Store, Cigarettes, Ginger Ale and Water (5 advertisements)
XXH1162	Let's go to Church Sunday!
XXH0580	Sunoco
XXX4979	King Midas
XXX3589	Esso Motor Fuel, Peacock Inn (2 advertisements)
XXH1981	Simms Restaurant  FREE Boardwalk Parking
XXX2539	Untitled
XXH2435	Paint, hotel accommodations (2 advertisements)
XXH1267	Sisser Bros.  Moving  Storage Express  Cuts Moving Problems
XXX5192	Schaefer two great beers
XXH3787	One of New Jersey's Largest
XXX1194	Thermoid Brake Testing Station try them against the markers 250 ft. ahead
XXX1414	Untitled
XXX1396	Oldsmobile 6 (six), Holick's Malted Milk (2 advertisements)
XXX1036	cigarettes, Coca-Cola soft drink, Atlantic City Pageant (3 advertisements)
XXX4445	For Points South - Turn LEFT at 2nd Stop Light Use The Pennsville Ferry
XXH3464	For Truckers Only 24 Hour Road Service  Duffy Tire Co.
XXX3893	Paint, Soft Drink, automobiles, cars, Piano services, Outdoor Advertising (5 advertisements)
XXH3419	Untitled
XXG0305	hosiery (2 advertisements)
XXH0997	Untitled
XXX0748	R.C. Maxwell Co., sunburn medicine (2 advertisements)
XXH1908	[Whiskey?], automobiles, cars (2 advertisements)
XXG0171	Bevo Soft Drink, Coca-Cola, unknown (3 advertisements)
XXX1149	Bliss Native Herbs Constipation Rheutamism Indigestion
XXX0062	Camel Cigarettes, Pennsylvania Vacuum Cup Tires (2 advertisements)
XXX1181	Barber's Bamby Bread has no equal the perfect loaf made with butter
XXH1176	Car Care begins with Tydol Veedol
XXX0502	Capudine
XXX4579	America's Favorite Gasoline  Mobilgas
XXX4037	Flemington & Fulper Pottery
XXH0175	Fineburg's auto supplies.  Home appliances.  For victory--10% or more in U.S. bonds.
XXH1491	Untitled
XXH1965	Avoid Colds  James Quality Health Underwear
XXH2461	Premium Beer... Regular Price  Krueger  Extra Light, Dry
XXH2089	Sufferers of Arthritis and Skin Diseases Seek Ideal Treatment  Dr. Mieczkowski
XXH1145	Relax... Enjoy Krueger Beer & Ale
XXX0307	Wrigley's Gum, Underwood Typewriters (2 advertisements)
XXX1072	Tite Edge Rubber Heels wear longer
XXX2566	Bromo-Seltzer
XXH1699	Naturally a better brew!  Krueger... the brew with a head of its own
XXH1437	Untitled
XXH2874	Clear Heads Choose Calvert
XXX4738	Chevrolet the only car with Vaccum Gear Shift
XXH2096	Service for Truckers  Duffy Tire Co.
XXH3016	Untitled
XXH0689	Furs, Beer, Cake, Gasoline (4 advertisements)
XXX3002	Exide Batteries, Steel Pier Entertainment (2 advertisements)
XXH3672	Untitled
XXH3253	Say
XXX4285	Soft Drink, Paint, Outdoor Advertising (4 advertisements)
XXX2283	Camel Cigarettes, Chevrolet Car, Coca-Cola Soft Drink, Squibb Dental Cream, ''The Lady Killer'' film at the Strand, Budweiser Beer, ''Queen Christina'' movie, film (7 advertisements)
XXH1601	Hats, Beer, Shore Dinners / Restaurant (3 advertisements)
XXX4113	Chevrolet Automobile, Noxzema Skin Cream, Camel Cigarettes, Ford Automobile, Garden Pier Sports Arena, Coca-Cola Soft Drink (6 advertisements)
XXH0249	Hoffman Beer, Hygrade frankfurters (2 advertisements)
XXH0409	No Better Whiskey in Any Bottle. Wilson. ''That's all''
XXX4839	Good Luck
XXX4273	Head Splitting? Nerves Jittery? Here's Fast Relief!
XXX3662	Untitled
XXX0589	Maxwell Signs; Compel Attention
XXH2901	Welcome Outdoor Plant Operators  Thanks for Everything!  Nash
XXX1055	Society Brand Clothes
XXX1044	Alco-Wash
XXX4065	Malt Beer, Lake activities (2 advertisements)
XXH2474	The General Tire
XXX0839	Brock's
XXH1357	you get my best in Sealtest milk and ice cream
XXX0566	Worn the World Over
XXG0202	Ralph's Billiards
XXX0601	CIgarettesq, Native Herbs (2 advertisements)
XXH3453	Ginger Ale & Water, Catsup, Welcome Message, automobiles, cars, Beer, Department Store (6 advertisements)
XXH3169	Fox Art Fur Company  137 So. Broad St. Trenton N.J.   fine Furs  Moderately Priced
XXX4141	Maxwell Signs, Sherwin-Williams Paints (2 advertisements)
XXH3042	Esso Dealer  Now... more than ever - CARE SAVES WEAR!
XXH2060	Beer, Beer, Gasoline (3 advertisements)
XXH0755	Headache Relief / Medicine, movies, films, Menswear, Whiskey (4 advertisements)
XXH1727	Careful Brother! You are driving for Motor Freight Express Inc.
XXX3139	Noxzema Cream, Schenley Whiskey, Camels Cigarettes, Ballantine's Beer and Ale, Jantzen Swim Suits, Exide Batteries, M.E. Blatt Department Store, Gulf Gasoline (8 advertisements)
XXX2340	Essolube Motor Oil (2 advertisements)
XXH2035	16 Miles to Flemingto  Home of Flemington Fur Co.
XXX2464	Sinclair Opaline Motor Oil, Maryland Casualty Auto Insurance (2 advertisements)
XXH1533	Lee's for Gifts- If you like nice things
XXH2509	Kentucky Ave. Businesses, hotel accommodations (2 advertisements)
XXX1549	Laxative, Egg Noodles, Hotel (3 advertisements)
XXX3923	Nassau Tavern
XXX4814	Tires Re-tread by Volk
XXX3295	Seiberling Tires
XXH2340	The Jefferson and Monticello Hotels
XXX2162	for a better shave the new and improved Gilette Safety Razor
XXX4169	Untitled
XXH0563	Nassau Tavern
XXX5206	Jet-Action Tydol Ethyl
XXX2254	Untitled
XXX1881	Untitled
XXX1191	Lorraine Hair Nets, Lorraine Hair Nets, O'Keefe's Ginger Ale, Wrigley's Gum (4 advertisements)
XXH3622	Yankee Maid Frankfurters - THe Brand with the Band
XXH3333	A touchdown!
XXX0278	The Flavor Lasts Wrigley's Sealed Tight Kept Right
XXX2913	It's easy to get the..Best Coal
XXX3058	Kool Cigarettes, Hotel Apollo, salon (3 advertisements)
XXH2244	Whiskey, Sunburn Relief, Alcoholic Beverages, ale, beer (3 advertisements)
XXH0537	Beer and Ale, Restaurant (2 advertisements)
XXX3679	''That's All''
XXX4847	Wilson
XXX0887	Fatima Let Fatima smokers tell you nothing else willl do
XXX1418	Untitled
XXX2176	Hotel Sylavania
XXH0453	So refreshing - tops in taste, too.
XXH2450	Tacony-Palmrya Bridge (2 advertisements)
XXX0584	Sonora
XXX4412	Paint, Mobilgas Gasoline (2 advertisements)
XXH3294	Real Estate Insurance, Pepsi-Cola, Cigars, Coca-Cola (4 advertisements)
XXX2976	cigarettes, batteries, batteries (3 advertisements)
XXH0243	First Among Fine Whiskies  Three Feathers Whiskey  Enjoyed for 63 years...
XXH0130	Camels.  First on land and sea...and in the air!
XXG0318	First Aid in Making War Foods Tempting Sauer's Pure Flavoring Extracts Avoid Waste-Use Your Left-Overs
XXX1079	Emerson's Ginger Mint Julep-Delicious Quenches Thirst
XXH2144	Alcoholic Beverages, ale, beer, Hand Medication (2 advertisements)
XXX2768	Texaco Motor Oil, Kellogg's Corn Flakes (2 advertisements)
XXX0264	Pledge your Quarters for Victory! BUY and invest weekly in War Savings Stamps
XXX2000	Sherwing Williams Paints-Varnishes, Lacquers
XXX4637	Beer and Ale, Whiskey (2 advertisements)
XXH3328	Food Donation, Automotive Products, Whiskey (3 advertisements)
XXH1307	Tacony-Palmrya Bridge Turn Right 13 1/2 Miles
XXG0311	Delion Tires Guaranteed 6000 Miles
XXX3401	Happy Motoring starts at this sign Esso
XXX1795	J.E. Stevenson
XXX1022	La Palina
XXH3359	Naturally a better brew!  Krueger
XXH1305	51 Gauge Nylon Hosiery Sold Direct from Factory to You at considerably LOWER PRICES  Elwood Hosiery Mills Elwood N.J.
XXH3411	In New Jersey
XXH3368	Beer, Gasoline (2 advertisements)
XXH3383	Beer, Furs (2 advertisements)
XXG0125	Clover Leaf Salmon, Acme Tires, Globe Tires (3 advertisements)
XXX4882	Hotel Hildebrecht
XXX3525	Valley Forge
XXX4944	Friendliness Lives Here
XXX3028	Untitled
XXH2804	A lift without a let down
XXX3045	Kool cigarettes (2 advertisements)
XXH1671	Landwehr's Restaurant
XXX1408	Paterson Parchement Protects Butter
XXX2740	Four Roses
XXH0765	Hygrade's All Beef Frankfurters.
XXX5223	Brock Buick Together 42 Years
XXH2399	Alcoholic Beverages, ale, beer, Coffee, Lager Beer-Ales (3 advertisements)
XXH2012	Otto Says: Rings the Bell! Eranger Deluxe Pilsner Beer - Ale - Half and Half
XXX1933	For their sake make a will First  Mechanics National bank
XXX5501	now try Krueger--a true ale.
XXX4948	for Glassware of Distinction
XXX0969	Boyce-ite treated Gasoline forms no carbon
XXX3799	Hair Products, Cigarettes (2 advertisements)
XXH3432	Beer (2 advertisements)
XXH1246	Springs, Axle Wheels, Car Repairs (2 advertisements)
XXX2088	Jantzen swimming suits [swim suits], Noxzema Lotion, Heinz Tomato Ketchup, Shell Gasoline (4 advertisements)
XXH3090	Now Open  The Ambassador  Monarch of the Boardwalk  Atlantic City
XXH2503	Save... while You're able! Trenton Trust Company  S. Broad & Market  28 W. State  S. Broad & Hudson
XXX2751	Drink Coca Cola
XXX5241	2 1/2 miles ahead.  Log Cabin.  Snapper Soup.  Lunches.  Full Course Dinners
XXH1549	When it's SLIPPERY  double your caution
XXH2071	Untitled
XXH3420	Untitled
XXH3691	Trommer's White Label Premium Beer - Always Good!
XXX0898	Rendezvous Ballroom (2 advertisements)
XXH1056	hotel accommodations, Paints (2 advertisements)
XXX0318	Adams Chiclet Gum, Bull Durham Tobacco (2 advertisements)
XXX2363	Untitled
XXX0329	Heisey's Glassware, Wrigley's Gum (2 advertisements)
XXX2973	cigarettes, car batteries, [Salon Bagatelle de Luxe?] (3 advertisements)
XXX4925	None
XXX1030	Coca-Cola soft drink, chewing gum, virginia cigarettes (3 advertisements)
XXH1187	Have YOU tasted Feigenspan
XXH3336	Thermoid Company Main Plant
XXH0775	For points South use the Pennsville Ferry
XXH1884	World's Most Famous Motor Oil  Veedol
XXX1837	Bromo Seltzer [Bromo-Seltzer] for headaches, Agfa Film (2 advertisements)
XXH3404	24 Hour Road Service, Duffy Tire Co.
XXH3592	General Motors Exhibit
XXX0077	Gillette
XXX1634	Refresh yourself Drink Coca Cola Delicious and Refreshing
XXH0769	Motor Oil, Restaurant, Gasoline (3 advertisements)
XXX1751	Genuine Orangeade
XXH1690	tops  Pepsi-Cola
XXH2789	Bill's Bringin' His Bride- Let's Call a Painter Now!
XXX3228	Four Cool, Modern, Centrally Located Restaurants
XXX5289	Sherwin-Williams paints, Budweiser beer, Schlitz beer (3 advertisements)
XXH3412	In New Jersey
XXH3698	Untitled
XXX1296	Untitled
XXX4195	Captol Body and Fender Works automobile service, Ford automobiles, Buick automobiles, General Electric Triple Thrift Refrigerator (4 advertisements)
XXH1414	Whiskey, [Outdoor Advertising?], Beer (3 advertisements)
XXX1912	Quality Paints and Varnishes Sherwin Williams Cover the earth
XXH0810	Now Sam Gerson Philadelphia
XXX3049	Untitled
XXX0366	Untitled
XXH0132	Re-elect U.S. Senator Smathers.  He supported Pres. Roosevelt even before Pearl Harbor.
XXH3585	I'd walk a mile for a Camel
XXH3581	Steel Pier, Steel Pier, Steel Pier movie showing (3 advertisements)
XXH3391	Naturally a better brew
XXX2908	Cigarettes, Cigarettes, Beer (3 advertisements)
XXH0325	For quiet, Safer highways Rely on your brakes instead of your horn    For Quick, Quiet, Even stops insist on Thermoid brake linings
XXH2407	Ford Sales & Service / Used Cars, Assorted Beverages (2 advertisements)
XXG0123	Horlick's Malted Milk, Kirschbaum Clothes, Empire Red Tires, Horlick's Malted Milk (4 advertisements)
XXX2848	Toothpaste, Cigarettes, Theater, Champagne, Cigarettes (5 advertisements)
XXX0840	J. E. Stevenson Co., Rex, Creo-Dipt
XXX4618	Graham Crackers, Soft Drink (2 advertisements)
XXH2382	makes every car spry  Esso  The Giant Power Fuel
XXX1197	Thermoid Brake Lining Did you do it?
XXX0558	''Bull'' Durham Smoking Tobacco, Murad Turkish Cigarettes (2 advertisements)
XXX1340	Untitled
XXH3384	Beer, Furs (2 advertisements)
XXH0188	Say Seagram's and be sure.  Fine Whiskies Since 1857.
XXX3581	Jacob Ruppert Beer, Burlew's Seafood Restaurant (2 advertisements)
XXX5232	''Mouth-Drooling Food''
XXX1123	Drink Coca-Cola
XXX4941	Well Brewed
XXX0274	The Fleisher's Yarns
XXH0938	Sunburn Lotion, Coca-Cola, Alcoholic Beverages, ale, beer, Cigarettes (4 advertisements)
XXH0883	''Best Buick Yet'' Brock 31 Years with Buick
XXX2169	Mail Pouch Tobacco, Uneeda Biscuit (2 advertisements)
XXH1805	Philadelphian's Say... for Ideal Treatment of Arthritis and Skin Diseases Dr. Mieczkowski 20th & Girard Ave.
XXH1684	Buy direct from Jersey's largest fur factory. Flemington Fur Co.  Flemington, N.J.
XXH1131	Untitled
XXH3081	hotel accommodations, Tires (2 advertisements)
XXX4871	Buy at the Esso Sign [Standard Oil]
XXX0519	Untitled
XXH0588	Untitled
XXH1528	Clear  Heads Choose Calvert
XXX1472	Velvet Cigarettes, Puritain Beer, Star Cars (3 advertisements)
XXX0459	Untitled
XXX2097	Essolene guarantees smoother performance
XXX0760	Camel Cigarettes Quality
XXH3003	Typewriters  All Makes  Adding Machines  Prior Typewriter Exchange  Sales - Service - Rentals  232 E. State St. Trenton, N.J.
XXX1918	Granite Full Fashioned Silk Stockings
XXX5169	None
XXG0152	Smith Brothers S B Cough Drops
XXX2269	Untitled
XXG0047	Buster Brown's Darnless Hosiery
XXX2537	Untitled
XXX0082	Kelly Springfield Tires
XXX1267	The J.E. Stevenson Co.
XXX0729	Cook's Linoleum Rugs, Snowdrift Vegatable Shortening, Bromo Seltzer [Bromo-Seltzer] Headache Medicine, Society Brand Men's Clothing (4 advertisements)
XXH3058	Hotel Strand  Pennsylvania Ave. and Boardwalk
XXX0066	Kelly Tires, Charms grape gum (2 advertisements)
XXH2912	Untitled
XXX3365	Smather's for U.S. Senate, B.. bulbs and garden supplies (2 advertisements)
XXX1606	Pillsbury's Best Flour
XXX5277	Untitled
XXH1464	Never Closed
XXX1439	Vick's VapoRub
XXX0088	Kelly Tires
XXX3733	Valley Forge Beer the Pilsener of America Bottle or Cans
XXH2703	Amoco, American Leaders! American Gas
XXG0161	Take Bromo-Seltzer for Headaches
XXX5474	America's best seller.  Chevrolet.  America's best buy.
XXX0172	Wesson Oil
XXX4842	Wilson
XXX0619	Ediso[n] Power
XXX0956	Bocye Moto Meter
XXH0674	Croyden Men's Shop
XXX2282	Camel Cigarettes, ''The Lady Killer'' film at the Strand, Hollywood Theater, Chevrolet Car, Squibb Dental Cream, Coca-Cola Soft Drink, Buick Car, Bowery Savings Bank, Sunkist Oranges, Tastee Bread, ''Fugitive Lovers'' film, Cadillac cars, Golden Crust Bread (13 advertisements)
XXH2973	Untitled
XXH1705	When MILEAGE is important... See your Esso dealer
XXH1953	[2?] 1/2 Miles at the Traffic Light  Morgan's  Never Closed  Esso Station
XXX1217	The best Cigars are packed in WOODEN boxes
XXH1689	tops  Pepsi-Cola
XXX3377	Socony Vaccum Presents Mobilgas
XXH1062	Imperial Whiskey, No-Nox gas / Gulfpride oil, Sparkling Beverages (3 advertisements)
XXH2443	Buy - Build - Rent at WILDWOOD By-the-Sea N.J. World's Finest and Safest Bathing Beach  Follow Route 48, 47 and 49
XXH0584	Untitled
XXX5247	Booth's true fruit beverages
XXX5065	Untitled
XXX3534	Esso
XXX0674	Garcia Cigar, R.C. Maxwell Co. Office, Gillette Safety Razor (3 advertisements)
XXH1883	World's Most Famous Motor Oil  Veedol
XXH1480	Schmidt's
XXX0639	Adams Pure Chewing Gum
XXH2165	Whiskey, Paint (2 advertisements)
XXH3693	Trommer's White Label Premium Beer - Always Good!
XXX4863	Tri-County Cooperative Auctiion Market Assn. Inc.
XXX4697	Coca-Cola
XXG0051	Drink Coca-Cola
XXH0233	87 years at fine whiskey-making makes this whiskey good  Imperial Hiram Walker's Imperial Whiskey
XXH0179	Say Seagram's and be sure.  Fine Whiskies Since 1857.
XXX3766	Hotel Woodrow Wilson, St. Teresa's Catholic Church (2 advertisements)
XXX2267	Lucky Strike Cigatettes, Coca-Cola Soda, A-B Ginger Ale (3 advertisements)
XXH0388	Wilson Whiskey, Stetson straw hats (2 advertisements)
XXH1832	In Ocean City it's Stainton's Department Store  3 Floors of Quality Merchandise
XXX4671	Kool Cigarettes, Chevrolet Automobile, Gettleman Furs, Stanley Theater, Espotabs Laxatives, ''Naughty but nice'' at the Stanley Theater, Burlesque Shows at the Globe Theater, Hotel Apollo, Schmidt's Beer, Bromo-Seltzer [Bromo Seltzer] headache medicine (10 advertisements)
